codigo;marcaDeTiempo;mensaje;indicesFicherosModificados
38rdt9xf;19970302041548;restored deleted entities just to be sure;16,72,21,190,189
ces37ye5;20020908035213;some brief changes;185,200
mivfzpl5;20051225081711;One does not simply merge into master;170,165,26
k3pjvybg;19971109001633;fixed some minor stuff, might need some additional work.;111,186,92
l8l0y0zy;19910303031440;yo recipes;138,65
lshucm8t;20060326173717;You can't see it, but I'm making a very angry face right now;110,3,13
f2x24ge6;20150125045105;better ignores;44
8346mg40;20050814171957;Obligatory placeholder commit message;115,23,82,56,117
7dghx4l1;20100404130653;i think i fixed a bug...;29,159,122,177,27,48,135
9ktcrfq3;20010520164328;pep8 - cause I fell like doing a barrel roll;88,147,39,147
etrbf0qk;19930926041609;Final commit, ready for tagging;3,134,187,73,55
j9xytbat;20021027200639;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;65,42
onxqjpst;19991219040659;For real, this time.;23,168,68,122,53,95,200
4isiygff;19910602112238;added security.;178,20,49,195,64
cphklymb;20090823080302;Committed some changes;98,88,1,59,66,20,45
o25nw5wm;19930704014150;Do things better, faster, stronger;194
hvdxnulk;20030223061356;pointless limitation;60,115,82,154,133,136,173
99eywcf6;20140713234623;Made it to compile...;94
m3jm106n;20040104170335;For real, this time.;164
2fx3ofu5;20051016012456;To those I leave behind, good luck!;124,106,65,13,179
vzx6h4ak;20080525033419;bugger;4,80,168,132,180,54
ewr5xhk4;20010826041934;fix;70,97
t9oqid18;20060423212833;It was the best of times, it was the worst of times;182,26
wcm1bs2f;19961117134938;My bad;44,82,88,76,25,123
lx60g3q8;20150308092345;This solves it.;149,168,21
zdsjpist;20120415101729;Removed code.;194,7,199,29,112,29,92
z40m9x15;19950108095729;Another bug bites the dust;25,200,113,190
qwmpgtrx;20000716064327;grmbl;95,118,16,26,196
440fnfds;19910804111821;I expected something different.;128,28
6erbnidw;20050821201304;fix tpyo;65,87,178,104,163,182,87
8mi4a3d7;20050424025254;ALL SORTS OF THINGS;41,184
lkcp7zik;20090726033615;I am sorry;102,167,88,9,176,142
ikk9s02f;20011202005415; - Temporary commit.;48
2ib1z5f7;20120812150527;syntax;51,105,175,189
1q913ywr;19990718185112;needs more cow bell;154,149,162
zopp9gsb;20150308043114;I would rather be playing SC2.;182
8vdpqkee;19930131025709;Update .gitignore;127
z1kooe6h;20131110020800;Batman! (this commit has no parents);183
xss2bq6u;19960428050740;and so the crazy refactoring process sees the sunlight after some months in the dark!;39
5ontfi5k;19921004084136;Fixed errors;72,116,8,126,8
wq4y8luj;20130428160759;Add Sandbox;46,147
5c9qu0tr;20080518213636;de-misunderestimating;127,137,47,183
8hkluhc9;20021124143318;I don't know what these changes are supposed to accomplish but somebody told me to make them.;142,184,196
amz8mu6g;20011216184600;I would rather be playing SC2.;166
c1wnktwd;19970126023209;woa!! this one was really HARD!;148,178,40,103,101
evyvq8bz;19971207031446;first blush;122,67,117,6
kuj704yy;20130331005636;Same as last commit with changes;33,17,149
6lxyeg5a;20101024002729;Too tired to write descriptive message;5,124,34,12,185
0db5yfrl;20000903192256;final commit.;119,197,171,72,39,56,112
0bfmdgqs;19921004102336;restored deleted entities just to be sure;195
g57yn4yh;20050515183002;some brief changes;1,67
esicuy7w;20070211112601;One does not simply merge into master;140,137,23,23,143
wfy03ffh;20040111085733;fixed some minor stuff, might need some additional work.;139
d6f16xoz;20111204180908;yo recipes;194,71,3,72,9
hzhwzj6o;20031116063120;You can't see it, but I'm making a very angry face right now;188,57,79,189,27,147
whrwhq9m;19910915125230;better ignores;156,83,174
rkj30dur;19950108080157;Obligatory placeholder commit message;155,51
1nh08kj6;20021124043553;i think i fixed a bug...;53,45,158,174,141,20
l7wd67ef;19970511114502;pep8 - cause I fell like doing a barrel roll;126,97
xz2wvify;19970420132211;Final commit, ready for tagging;114,59,146,133,104,76,198
j7sr2o2v;20140525195148;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;139,45,29,190
a3dkvyaq;20120325161120;For real, this time.;121,72,61,21,158
anh4uym2;20081214211344;added security.;100,20,7
hca5li0h;19971214055755;Committed some changes;19,197,21,109,75
q8fnvhvt;20130728200226;Do things better, faster, stronger;26,158,181,75,181,106
pwykzg30;20111002230813;pointless limitation;31,60
bosd7b66;20040523013313;Made it to compile...;131,4,192,168,112,40
59uvqrxt;20030817202843;For real, this time.;125,143,183,78,150
90djbevj;20130728145120;To those I leave behind, good luck!;135,200,197,4,153,35,51
sp5isw1u;20121021011906;bugger;118,34,22,80
r10c8p68;20150426214611;fix;98
uptf5amd;20010708100804;It was the best of times, it was the worst of times;180,200,200,197,196,141,69
h33xla2a;20030202180953;My bad;45,11,118,114,10
voozb6p4;19970323070850;This solves it.;127,43,53,76,133,58
z73agbg4;20080302040934;Removed code.;109,120,15,115
ji9o9r9s;20121125082850;Another bug bites the dust;120,70,121
ufnkwc9n;20060101002223;grmbl;188,132,190,36,101,140,180
kuyj3xpq;20060115193429;I expected something different.;122,102
9vrznhhk;20110814063928;fix tpyo;149,112,112,6,176,173,166
cnv6abmf;20010225102403;ALL SORTS OF THINGS;148,200,127
4oh4jghm;20150913220029;I am sorry;113,131
pj2ev32w;19910310230039; - Temporary commit.;172
95c8ucz5;20000813075732;syntax;177
jbxec9hn;19950716004300;needs more cow bell;87,26,92,7,56,11
2oeh1h80;20151004135644;I would rather be playing SC2.;182,130
lubfdhcd;20111218143005;Update .gitignore;24,153,102,52,160,71
is0wygh4;19911103033243;Batman! (this commit has no parents);113
1a7jaeo1;20150111161402;and so the crazy refactoring process sees the sunlight after some months in the dark!;183,188,178,160
aww3m1xr;19970105134709;Fixed errors;121,19,126,95,159
smmvmrey;19981011061913;Add Sandbox;67,192,172,116,43
bwn66vgj;20060903041342;de-misunderestimating;108,155
fhl3bdtp;20051127072246;I don't know what these changes are supposed to accomplish but somebody told me to make them.;103,198,178,18,97
eg6ixjoa;19960211225736;I would rather be playing SC2.;147,119,92
6tt2f4px;20080120195847;woa!! this one was really HARD!;131,162,76,197
dcjzn1ll;20051204212942;first blush;182,110,83,128,70,31
p8cg64r0;20100124011034;Same as last commit with changes;79,39,111
g7gwan04;20000423214025;Too tired to write descriptive message;146,73,54
96jqu701;20101031022752;final commit.;30
rt11atwk;19990801105930;restored deleted entities just to be sure;37,16,141,99,20,133
pe8cyk47;20120226234422;some brief changes;133,127
oxyvmc0j;19910519041553;One does not simply merge into master;42
qk9cnr7n;19950430125830;fixed some minor stuff, might need some additional work.;88,50,36,123
8cjfww0l;19930124212923;yo recipes;59,109
w2dmhv6u;20030803074441;You can't see it, but I'm making a very angry face right now;67,108
4n5ilqm4;19980920232756;better ignores;56,97,108
p96pm5wf;20090726172223;Obligatory placeholder commit message;196
n9jclfth;19981101044832;i think i fixed a bug...;11,15,15,170,51,22
4oiudtoz;20150329221732;pep8 - cause I fell like doing a barrel roll;154,80
ajm45wey;20111225151557;Final commit, ready for tagging;49,162,78,56,174
y4n4e561;20071216162214;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;67,181,197,174
80rdi7x8;20040711051013;For real, this time.;191,186,50,23,32,163
v4nmtpbm;19921101040047;added security.;89,158,108,162,66
ws7h9ca8;20141012201549;Committed some changes;36,181,190,84
ufxrs3yq;19920412042210;Do things better, faster, stronger;36,83
0ev1mbd6;19950910162954;pointless limitation;188,115,138,83
i0wwp6g6;20010218112203;Made it to compile...;86,186,107,2,37,67
j9y8uukk;20070204120954;For real, this time.;10,197,26,25,84,117
bfgb3ah5;19991107233355;To those I leave behind, good luck!;148,94,154,109,87,160,175
isi75fxy;19930314204314;bugger;191
meg38o5n;20010923155317;fix;153,40,12,150
8wq1u7qa;19970615062319;It was the best of times, it was the worst of times;12,118,72,135
u0qy7vs9;20120923190245;My bad;149,79,54,173,103
68elwdo8;19900121230832;This solves it.;163,94,110,190
j8chbztt;20130303075310;Removed code.;191,170,147
7zswa4p5;20101114101417;Another bug bites the dust;146,109,57
xgwdncco;20030817095636;grmbl;16,194,97,14
4knboxas;20100110205806;I expected something different.;152,72,124,174
46ffxjb2;20061217091058;fix tpyo;200,17,153,116,169,192
6uq0srtn;19900909203339;ALL SORTS OF THINGS;42,112,180,123
3w3ypqr3;20000827161419;I am sorry;66,103,181,12,198
e5thjkzk;20110710043552;Temporary commit.;191,129,118,170
wjak7uid;20040215163434;syntax;140,131,172,158,41,152
l732b0rb;20000305202111;needs more cow bell;83,90,115
4x8avo09;19950219133959;I would rather be playing SC2.;49,104,48,97,62,78,28
71q9wo6g;19941106122605;Update .gitignore;129,106,38,156,67,183,131
n3af6sff;20030608091841;Batman! (this commit has no parents);28,78,35,44
9r4p389h;20090920005721;and so the crazy refactoring process sees the sunlight after some months in the dark!;108,153,33,32,147,181
609aerjj;20150201112259;Fixed errors;143,40
r4qsf74l;19900930213734;Add Sandbox;199,127,71,67,192
rc9ogjps;20050612151533;de-misunderestimating;60,136,183,163,160
jxevird3;20100328065901;I don't know what these changes are supposed to accomplish but somebody told me to make them.;44,167,176,40,72,125
8yn3jrco;20131103212444;I would rather be playing SC2.;33,46,133,49,89,93,71
pxnwyzaz;20060702100126;woa!! this one was really HARD!;96,10,31,163,188
bvoxgvwi;20000109111444;first blush;24,150,74,116,125,119
d1nasv16;20120304115615;Same as last commit with changes;181,198,71,3,84,145,194
c5pt9f6z;19910616193916;Too tired to write descriptive message;136,28,3,124,10,185
r1b4u1up;20020616064518;final commit.;79,98,63
l7wtrvlk;19900218072422;restored deleted entities just to be sure;179,193,52,189
4it0f192;20050612073304;some brief changes;68,130,166,29,150,147
92guqv6b;19900708173008;One does not simply merge into master;89,86
qwk72mrf;20140810112036;fixed some minor stuff, might need some additional work.;50,27,158
gzz2dyye;20010520034345;yo recipes;130,35,178,39
e78d9hb7;20081019190300;You can't see it, but I'm making a very angry face right now;132,192
52rhfg3r;20041107175832;better ignores;65,148
mgctevsr;19930530030914;Obligatory placeholder commit message;131,86,145,121,178,140
ncafx0ys;20121125050005;i think i fixed a bug...;153,68,135,97,121,125,122
jf3y6l3q;20140406135805;pep8 - cause I fell like doing a barrel roll;45
w4u1dnu4;19931031020711;Final commit, ready for tagging;30,114,114,132,81,8
r5lb1bpy;19920412025119;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;96,65,20,19
sa7ei2xk;20040829215316;For real, this time.;77,15,121,44,130,152,95
f78gt9m8;20130623224046;added security.;47,147
hzyzuwn8;19971207024110;Final commit, ready for tagging;186,150,30
18r9h63j;20080330184707;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;86,177,117,174
fugtpsph;20030216160425;For real, this time.;113
h1er1av3;20031123072040;added security.;32,39
9a6d8jh1;20040718062404;Committed some changes;102,184,152,88
fdaiygck;20130818071000;Do things better, faster, stronger;69,155
2nl7wfvl;19960218124559;pointless limitation;113,175,89,28,2
85sp2skc;20020303052244;Made it to compile...;83,170,91,93,97
2eyjhsxn;20130303034710;For real, this time.;133,162
20aqola8;19960728034428;To those I leave behind, good luck!;99,96
pyok6eht;19900902034544;bugger;113,194,157,157
68mtugwk;20000709080646;fix;126,195,156
awit9xkz;20031228171341;It was the best of times, it was the worst of times;10,177,107
6yaf8ndo;20090517185141;My bad;51,179,100,163
y5qnytek;19900304004402;This solves it.;36,149,134,140,181,191,38
9io2yest;20130922121659;Removed code.;128,176,69,152,111
7p346qx6;20041024195651;Another bug bites the dust;145,183,141,22,199,43,6
zn3npmb8;19961020062400;grmbl;173,17,30,34,86,143
09uc7ue0;20140427070757;I expected something different.;60,192
kqbqpjlz;20100815190931;fix tpyo;93,59,27,31,65,13
b7l5wllr;19920809160049;ALL SORTS OF THINGS;172,153,69,58,48,6
ay1rv285;19900603181341;I am sorry;1,57,50,73,56
f75vcr5t;19960602175743;Temporary commit.;5,64,151,134
ckm2viic;19910707080852;syntax;171,17,32,182
oqjxlwxs;20020901175414;needs more cow bell;2,22,120
hp77nent;19901216092232;I would rather be playing SC2.;15,121,95,131,194
q0k60n7t;19920809032007;Update .gitignore;69
fguo42sm;19930725041631;Batman! (this commit has no parents);105,191,48,92,79,172,175
ovlzme5n;20080518054200;and so the crazy refactoring process sees the sunlight after some months in the dark!;200,79,129,21,89,177,43
zaru0gvs;20010225080239;Fixed errors;125,124,79,192,67,146
nceuyhug;20110717170437;Add Sandbox;132,54,156,61,52,48,60
8qbawyjb;20020303135051;de-misunderestimating;106,113,143,14
9d9ab8ed;20120129195739;I don't know what these changes are supposed to accomplish but somebody told me to make them.;58
iwt3xff2;20090104210318;I would rather be playing SC2.;11,66,79
n2dav5s3;19970525202635;woa!! this one was really HARD!;27,111,195,8,17,93,9
76903h2h;19980118235358;first blush;139,164,192
459q35gi;20040627152625;Same as last commit with changes;122,126,185,165,150,143,11
aumlcob9;20090405113935;Too tired to write descriptive message;110,91,81,142,52
dh036ut6;20010325104633;final commit.;110,102,85,77
24lwswl6;19920405163219;restored deleted entities just to be sure;48,106
iepf9q1t;19950625055737;some brief changes;7,27,173,103,155,158,109
calg3jrh;19911013101116;One does not simply merge into master;12,178,82,199,177,3,198
bjmut7u9;20050410004553;fixed some minor stuff, might need some additional work.;160,164,178,163,64,150
9ttxbl4z;20130818194039;yo recipes;135,34
2g07uk1a;19981122073049;You can't see it, but I'm making a very angry face right now;88,27
ueiduaio;19990606073327;better ignores;68,6,101,28,160,71
bo6oztwg;20051127175012;Obligatory placeholder commit message;66,42,6
g2ap0w2w;20030105211800;i think i fixed a bug...;3,26,143,38,85,166,18
0ofwx0ym;20030907165216;pep8 - cause I fell like doing a barrel roll;106,195,62,42,115,104
kggcuazn;19970302190020;Final commit, ready for tagging;60,95,151,64,112,8,83
4vkfuym3;20001231194733;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;198,143,192,105,103
tdfet5td;20060813165355;For real, this time.;89,2,54,106,192,58
zf9ei3n2;20000521184745;added security.;97,110,113,199,117,121
gzjzc98u;20140713151857;Committed some changes;133,16,190,91
ilm11hw0;20101114071833;Do things better, faster, stronger;13
h5pdilnu;19991031123747;pointless limitation;122
zfb384o5;20101024210645;Made it to compile...;11,98,159,105,99,39,124
1sqbdjn3;19980405011051;For real, this time.;150,176,64,10
ln7vo7e8;20021027022411;To those I leave behind, good luck!;156,188,30,31
m9kh8s9o;20111120224658;bugger;56
2tx52w3m;20100411063242;fix;71,19,117,135,189,72
qbac8t94;19931128141045;It was the best of times, it was the worst of times;95,18,71,167,182,8,131
m0h8mptr;20151213190405;My bad;168,178,167
069wvef3;20060820051853;This solves it.;142,65
hyl3b5by;20001231162655;Removed code.;171,124
ep827mju;19910224043547;Another bug bites the dust;136,113,82,197,131,69,4
o58ef0gi;19931024210333;grmbl;3
dxviw9kl;20150531171824;I expected something different.;2,132,169,41,25,178
kiba8535;19981004153751;fix tpyo;189,170
oxx7bkqn;20151213003647;ALL SORTS OF THINGS;175
u29tmhno;19940717171848;I am sorry;196,35,154,69
pbpm6o73;19961222092538; - Temporary commit.;190
9ay9p8gw;20000430114228;syntax;157,114,106,169
im14jq18;19960331185035;needs more cow bell;163,52
0ab3vnl9;20031005041345;I would rather be playing SC2.;31,21
olgdm2ed;19920301230446;Update .gitignore;87,167,179
a3syjwjo;20150927105012;Batman! (this commit has no parents);119
5s6s36gu;20070325211302;and so the crazy refactoring process sees the sunlight after some months in the dark!;78,102,70,73,111
